date_time,maxtempC,tmean90,tmean,tmean_3D,Excess_Heat_Index,Heat_Stress,Excess_Heat_Factor,Heat_Condition,Heat_Wave
2023-05-16,38,39.6,33.5,33.333333333333336,1.3333333333333357,32.25888888888889,43.01185185185193,1,True
2023-05-17,40,39.6,34.0,33.666666666666664,1.6666666666666643,32.593333333333334,54.322222222222145,1,True
2023-05-18,39,39.6,33.5,33.666666666666664,1.6666666666666643,32.592777777777776,54.32129629629622,1,True
2023-05-19,40,40.0,33.5,33.666666666666664,1.6666666666666643,32.59166666666666,54.31944444444436,1,True
2023-05-20,38,40.0,33.0,33.333333333333336,1.3333333333333357,32.257222222222225,43.00962962962971,1,True
2023-05-21,39,40.0,33.5,33.333333333333336,1.3333333333333357,32.25833333333333,43.011111111111184,1,True
2023-05-22,39,39.6,33.5,33.333333333333336,1.3333333333333357,32.260000000000005,43.013333333333414,1,True
2023-05-23,39,39.6,33.0,33.333333333333336,1.3333333333333357,32.26111111111111,43.01481481481489,1,True
2023-05-24,39,39.0,33.5,33.333333333333336,1.3333333333333357,32.25944444444445,43.012592592592675,1,True
2023-05-25,38,39.0,33.0,33.166666666666664,1.1666666666666643,32.090555555555554,37.438981481481406,1,True
2023-05-26,36,39.0,32.0,32.833333333333336,0.8333333333333357,31.75388888888889,26.46157407407415,0,False
2023-05-27,36,39.0,32.0,32.333333333333336,0.3333333333333357,31.25166666666667,10.417222222222296,0,False
2023-05-28,38,38.6,33.0,32.333333333333336,0.3333333333333357,31.250000000000004,10.416666666666742,1,False
2023-05-29,39,38.6,33.5,32.833333333333336,0.8333333333333357,31.748888888888892,26.457407407407484,1,False
2023-05-30,41,40.2,34.5,33.666666666666664,1.6666666666666643,32.581111111111106,54.301851851851765,1,True
2023-05-31,40,40.6,34.5,34.166666666666664,2.1666666666666643,33.07944444444444,71.67212962962954,1,True
2023-06-01,39,40.6,33.0,34.0,2.0,32.91,65.82,1,True
2023-06-02,39,40.6,33.5,33.666666666666664,1.6666666666666643,32.57222222222222,54.28703703703696,1,True
2023-06-03,38,40.6,33.5,33.333333333333336,1.3333333333333357,32.233333333333334,42.97777777777785,1,True
2023-06-04,37,39.6,33.0,33.333333333333336,1.3333333333333357,32.230555555555554,42.974074074074146,0,False
2023-06-05,37,39.0,33.0,33.166666666666664,1.1666666666666643,32.06055555555555,37.4039814814814,0,False
2023-06-06,37,38.6,32.5,32.833333333333336,0.8333333333333357,31.724444444444448,26.437037037037115,0,False
2023-06-07,38,38.0,33.0,32.833333333333336,0.8333333333333357,31.72277777777778,26.435648148148225,1,False
2023-06-08,38,38.0,33.0,32.833333333333336,0.8333333333333357,31.722222222222225,26.43518518518526,1,False
2023-06-09,37,38.0,33.0,33.0,1.0,31.887777777777778,31.887777777777778,0,False
2023-06-10,39,38.6,34.0,33.333333333333336,1.3333333333333357,32.22,42.96000000000007,1,False
2023-06-11,34,38.6,31.5,32.833333333333336,0.8333333333333357,31.720555555555556,26.43379629629637,0,False
2023-06-12,36,38.6,32.5,32.666666666666664,0.6666666666666643,31.555555555555554,21.03703703703696,0,False
2023-06-13,35,38.2,31.5,31.833333333333332,-0.16666666666666785,30.723333333333333,-5.120555555555592,0,False
2023-06-14,35,37.8,31.5,31.833333333333332,-0.16666666666666785,30.72611111111111,-5.121018518518555,0,False
2023-06-15,35,35.6,31.0,31.333333333333332,-0.6666666666666679,30.22722222222222,-20.151481481481515,0,False
2023-06-16,33,35.6,30.5,31.0,-1.0,29.895555555555557,-29.895555555555557,0,False
2023-06-17,34,35.0,31.0,30.833333333333332,-1.1666666666666679,29.731111111111108,-34.68629629629633,0,False
2023-06-18,33,35.0,30.5,30.666666666666668,-1.3333333333333321,29.567222222222224,-39.42296296296293,0,False
2023-06-19,35,35.0,31.5,31.0,-1.0,29.904444444444444,-29.904444444444444,0,False
2023-06-20,34,34.6,31.0,31.0,-1.0,29.907222222222224,-29.907222222222224,0,False
2023-06-21,35,35.0,31.5,31.333333333333332,-0.6666666666666679,30.243888888888886,-20.162592592592627,0,False
2023-06-22,36,35.6,31.5,31.333333333333332,-0.6666666666666679,30.245555555555555,-20.16370370370374,0,False
2023-06-23,34,35.6,31.0,31.333333333333332,-0.6666666666666679,30.24833333333333,-20.16555555555559,0,False
2023-06-24,33,35.6,30.0,30.833333333333332,-1.1666666666666679,29.750555555555554,-34.708981481481516,0,False
